,Temperature (K),Concentration A (mol/L),Concentration B (mol/L),Reaction Rate (mol/L·s)
1838,480,0.4,0.9,24792.49201723252
1839,480,0.4,1.0,27547.091170594922
1840,480,0.5,0.1,3443.5085820036056
1841,480,0.5,0.2,6886.986616638981
1842,480,0.5,0.30000000000000004,10330.434104312602
1843,480,0.5,0.4,13773.851045430938
1844,480,0.5,0.5,17217.23744040045
1845,480,0.5,0.6,20660.5932896276
1846,480,0.5,0.7000000000000001,24103.918593518825
1847,480,0.5,0.8,27547.213352480583
1848,480,0.5,0.9,30990.477566919286
1849,480,0.5,1.0,34433.711237241376
1850,480,0.6,0.1,4132.191969983388
1851,480,0.6,0.2,8264.34728345008
1852,480,0.6,0.30000000000000004,12396.465940887845
1853,480,0.6,0.4,16528.547942784433
1854,480,0.6,0.5,20660.5932896276
1855,480,0.6,0.6,24792.601981905074
1856,480,0.6,0.7000000000000001,28924.574020104603
1857,480,0.6,0.8,33056.50940471391
1858,480,0.6,0.9,37188.40813622067
1859,480,0.6,1.0,41320.27021511264
1860,480,0.7000000000000001,0.1,4820.869248679212
1861,480,0.7000000000000001,0.2,9641.695731801656
1862,480,0.7000000000000001,0.30000000000000004,14462.47944993638
1863,480,0.7000000000000001,0.4,19283.220403652424
1864,480,0.7000000000000001,0.5,24103.918593518825
1865,480,0.7000000000000001,0.6,28924.574020104603
1866,480,0.7000000000000001,0.7000000000000001,33745.18668397877
1867,480,0.7000000000000001,0.8,38565.75658571033
1868,480,0.7000000000000001,0.9,43386.28372586828
1869,480,0.7000000000000001,1.0,48206.76810502159
1870,480,0.8,0.1,5509.540418172375
1871,480,0.8,0.2,11019.031961856292
1872,480,0.8,0.30000000000000004,16528.474631702084
1873,480,0.8,0.4,22037.868428360074
1874,480,0.8,0.5,27547.213352480583
1875,480,0.8,0.6,33056.50940471391
1876,480,0.8,0.7000000000000001,38565.75658571034
1877,480,0.8,0.8,44074.954896120165
1878,480,0.8,0.9,49584.104336593635
1879,480,0.8,1.0,55093.20490778103
1880,480,0.9,0.1,6198.205478544162
1881,480,0.9,0.2,12396.35597377656
1882,480,0.9,0.30000000000000004,18594.451486428814
1883,480,0.9,0.4,24792.49201723252
1884,480,0.9,0.5,30990.477566919286
1885,480,0.9,0.6,37188.40813622068
1886,480,0.9,0.7000000000000001,43386.28372586828
1887,480,0.9,0.8,49584.104336593635
1888,480,0.9,0.9,55781.86996912828
1889,480,0.9,1.0,61979.580624203765
1890,480,1.0,0.1,6886.864429875867
1891,480,1.0,0.2,13773.667767725048
1892,480,1.0,0.30000000000000004,20660.410014360437
1893,480,1.0,0.4,27547.091170594922
1894,480,1.0,0.5,34433.711237241376
1895,480,1.0,0.6,41320.27021511264
1896,480,1.0,0.7000000000000001,48206.76810502159
1897,480,1.0,0.8,55093.20490778103
1898,480,1.0,0.9,61979.580624203765
1899,480,1.0,1.0,68865.89525510262
1900,490,0.1,0.1,1010.668087711461
1901,490,0.1,0.2,2021.3251745991608
1902,490,0.1,0.30000000000000004,3031.97126084271
1903,490,0.1,0.4,4042.606346621713
1904,490,0.1,0.5,5053.2304321157735
1905,490,0.1,0.6,6063.843517504491
1906,490,0.1,0.7000000000000001,7074.4456029674575
1907,490,0.1,0.8,8085.036688684266
1908,490,0.1,0.9,9095.6167748345
1909,490,0.1,1.0,10106.185861597745
1910,490,0.2,0.1,2021.3251745991608
1911,490,0.2,0.2,4042.6283477902793
1912,490,0.2,0.30000000000000004,6063.909519932571
1913,490,0.2,0.4,8085.168691385238
1914,490,0.2,0.5,10106.405862507483
1915,490,0.2,0.6,12127.621033658499
1916,490,0.2,0.7000000000000001,14148.814205197465
1917,490,0.2,0.8,16169.985377483557
1918,490,0.2,0.9,18191.13455087594
1919,490,0.2,1.0,20212.26172573378
1920,490,0.30000000000000004,0.1,3031.97126084271
1921,490,0.30000000000000004,0.2,6063.909519932571
1922,490,0.30000000000000004,0.30000000000000004,9095.814777808395
1923,490,0.30000000000000004,0.4,12127.687035008983
1924,490,0.30000000000000004,0.5,15159.526292073124
1925,490,0.30000000000000004,0.6,18191.332549539595
1926,490,0.30000000000000004,0.7000000000000001,21223.10580794717
1927,490,0.30000000000000004,0.8,24254.846067834595
1928,490,0.30000000000000004,0.9,27286.553329740607
1929,490,0.30000000000000004,1.0,30318.22759420395
1930,490,0.4,0.1,4042.606346621713
1931,490,0.4,0.2,8085.168691385238
1932,490,0.4,0.30000000000000004,12127.687035008983
1933,490,0.4,0.4,16170.161378211327
1934,490,0.4,0.5,20212.591721710658
1935,490,0.4,0.6,24254.97806622533
1936,490,0.4,0.7000000000000001,28297.320412473684
1937,490,0.4,0.8,32339.618761174046
1938,490,0.4,0.9,36381.87311304473
1939,490,0.4,1.0,40424.08346880403
1940,490,0.5,0.1,5053.2304321157735
1941,490,0.5,0.2,10106.405862507483
1942,490,0.5,0.30000000000000004,15159.526292073124
1943,490,0.5,0.4,20212.591721710658
1944,490,0.5,0.5,25265.60215231805
1945,490,0.5,0.6,30318.557584793227
1946,490,0.5,0.7000000000000001,35371.458020034115
1947,490,0.5,0.8,40424.303458938586
1948,490,0.5,0.9,45477.09390240453
1949,490,0.5,1.0,50529.8293513298
1950,490,0.6,0.1,6063.843517504491
1951,490,0.6,0.2,12127.621033658499
1952,490,0.6,0.30000000000000004,18191.3325495396
1953,490,0.6,0.4,24254.97806622533
1954,490,0.6,0.5,30318.557584793227
1955,490,0.6,0.6,36382.0711063208
1956,490,0.6,0.7000000000000001,42445.51863188552
1957,490,0.6,0.8,48508.90016256483
1958,490,0.6,0.9,54572.21569943618
1959,490,0.6,1.0,60635.46524357697
1960,490,0.7000000000000001,0.1,7074.445602967458
1961,490,0.7000000000000001,0.2,14148.814205197466
1962,490,0.7000000000000001,0.30000000000000004,21223.105807947173
1963,490,0.7000000000000001,0.4,28297.320412473688
1964,490,0.7000000000000001,0.5,35371.458020034115
1965,490,0.7000000000000001,0.6,42445.51863188552
1966,490,0.7000000000000001,0.7000000000000001,49519.50224928494
1967,490,0.7000000000000001,0.8,56593.40887348938
1968,490,0.7000000000000001,0.9,63667.238505755835
1969,490,0.7000000000000001,1.0,70740.99114734125
1970,490,0.8,0.1,8085.036688684266
1971,490,0.8,0.2,16169.985377483557
1972,490,0.8,0.30000000000000004,24254.846067834595
1973,490,0.8,0.4,32339.618761174046
1974,490,0.8,0.5,40424.303458938586
1975,490,0.8,0.6,48508.90016256483
1976,490,0.8,0.7000000000000001,56593.408873489374
1977,490,0.8,0.8,64677.829593148774
1978,490,0.8,0.9,72762.16232297955
1979,490,0.8,1.0,80846.40706441822
1980,490,0.9,0.1,9095.616774834501
1981,490,0.9,0.2,18191.134550875944
1982,490,0.9,0.30000000000000004,27286.55332974061
1983,490,0.9,0.4,36381.873113044734
1984,490,0.9,0.5,45477.09390240453
1985,490,0.9,0.6,54572.21569943618
1986,490,0.9,0.7000000000000001,63667.238505755835
1987,490,0.9,0.8,72762.16232297957
1988,490,0.9,0.9,81856.98715272345
1989,490,0.9,1.0,90951.71299660354
1990,490,1.0,0.1,10106.185861597745
1991,490,1.0,0.2,20212.26172573378
1992,490,1.0,0.30000000000000004,30318.22759420395
1993,490,1.0,0.4,40424.08346880403
1994,490,1.0,0.5,50529.8293513298
1995,490,1.0,0.6,60635.46524357697
1996,490,1.0,0.7000000000000001,70740.99114734125
1997,490,1.0,0.8,80846.40706441822
1998,490,1.0,0.9,90951.71299660354
1999,490,1.0,1.0,101056.90894569275
2000,500,0.1,0.1,1460.5460736561854
2001,500,0.1,0.2,2921.0728002735873
2002,500,0.1,0.30000000000000004,4381.580180236623
2003,500,0.1,0.4,5842.068213929697
2004,500,0.1,0.5,7302.536901737208
2005,500,0.1,0.6,8762.98624404354
2006,500,0.1,0.7000000000000001,10223.41624123307
2007,500,0.1,0.8,11683.826893690162
2008,500,0.1,0.9,13144.218201799174
2009,500,0.1,1.0,14604.59016594445
2010,500,0.2,0.1,2921.0728002735873
2011,500,0.2,0.2,5842.106906982163
2012,500,0.2,0.30000000000000004,8763.102320894548
2013,500,0.2,0.4,11684.059042779532
2014,500,0.2,0.5,14604.9770734059
2015,500,0.2,0.6,17525.856413542406
2016,500,0.2,0.7000000000000001,20446.697063957785
2017,500,0.2,0.8,23367.49902542075
2018,500,0.2,0.9,26288.26229870001
2019,500,0.2,1.0,29208.986884564227
2020,500,0.30000000000000004,0.1,4381.580180236622
2021,500,0.30000000000000004,0.2,8763.102320894546
2022,500,0.30000000000000004,0.30000000000000004,13144.566423126977
2023,500,0.30000000000000004,0.4,17525.97248808708
2024,500,0.30000000000000004,0.5,21907.320516928008
2025,500,0.30000000000000004,0.6,26288.61051080287
2026,500,0.30000000000000004,0.7000000000000001,30669.84247086474
2027,500,0.30000000000000004,0.8,35051.01639826668
2028,500,0.30000000000000004,0.9,39432.13229416171
2029,500,0.30000000000000004,1.0,43813.19015970282
2030,500,0.4,0.1,5842.068213929697
2031,500,0.4,0.2,11684.059042779532
2032,500,0.4,0.30000000000000004,17525.972488087085
2033,500,0.4,0.4,23367.808551389877
2034,500,0.4,0.5,29209.56723422541
2035,500,0.4,0.6,35051.248538131134
2036,500,0.4,0.7000000000000001,40892.852464644464
2037,500,0.4,0.8,46734.379015302766
2038,500,0.4,0.9,52575.828191643384
2039,500,0.4,1.0,58417.199995203584
2040,500,0.5,0.1,7302.536901737208
2041,500,0.5,0.2,14604.9770734059
2042,500,0.5,0.30000000000000004,21907.320516928008
2043,500,0.5,0.4,29209.56723422541
2044,500,0.5,0.5,36511.71722721993
2045,500,0.5,0.6,43813.77049783336
2046,500,0.5,0.7000000000000001,51115.727047987406
2047,500,0.5,0.8,58417.586879603754
2048,500,0.5,0.9,65719.34999460402
2049,500,0.5,1.0,73021.0163949098
2050,500,0.6,0.1,8762.98624404354
2051,500,0.6,0.2,17525.856413542406
2052,500,0.6,0.30000000000000004,26288.61051080287
2053,500,0.6,0.4,35051.248538131134
2054,500,0.6,0.5,43813.77049783336
2055,500,0.6,0.6,52576.17639221561
2056,500,0.6,0.7000000000000001,61338.466223583935
2057,500,0.6,0.8,70100.6399942443
2058,500,0.6,0.9,78862.69770650259
2059,500,0.6,1.0,87624.63936266466
2060,500,0.7000000000000001,0.1,10223.41624123307
2061,500,0.7000000000000001,0.2,20446.697063957785
2062,500,0.7000000000000001,0.30000000000000004,30669.842470864744
2063,500,0.7000000000000001,0.4,40892.852464644464
2064,500,0.7000000000000001,0.5,51115.727047987406
2065,500,0.7000000000000001,0.6,61338.46622358394
2066,500,0.7000000000000001,0.7000000000000001,71561.06999412438
2067,500,0.7000000000000001,0.8,81783.53836229898
2068,500,0.7000000000000001,0.9,92005.87133079789
2069,500,0.7000000000000001,1.0,102228.06890231122
2070,500,0.8,0.1,11683.826893690162
2071,500,0.8,0.2,23367.49902542075
2072,500,0.8,0.30000000000000004,35051.016398266685
2073,500,0.8,0.4,46734.379015302766
2074,500,0.8,0.5,58417.586879603754
2075,500,0.8,0.6,70100.6399942443
2076,500,0.8,0.7000000000000001,81783.53836229898
2077,500,0.8,0.8,93466.2819868423
2078,500,0.8,0.9,105148.87087094868
2079,500,0.8,1.0,116831.30501769244
2080,500,0.9,0.1,13144.218201799173
2081,500,0.9,0.2,26288.262298700007
2082,500,0.9,0.30000000000000004,39432.13229416171
2083,500,0.9,0.4,52575.82819164338
2084,500,0.9,0.5,65719.34999460402
2085,500,0.9,0.6,78862.69770650259
2086,500,0.9,0.7000000000000001,92005.87133079789
2087,500,0.9,0.8,105148.87087094867
2088,500,0.9,0.9,118291.6963304136
2089,500,0.9,1.0,131434.34771265122
2090,500,1.0,0.1,14604.59016594445
2091,500,1.0,0.2,29208.986884564227
2092,500,1.0,0.30000000000000004,43813.19015970282
2093,500,1.0,0.4,58417.199995203584
2094,500,1.0,0.5,73021.0163949098
2095,500,1.0,0.6,87624.63936266466
2096,500,1.0,0.7000000000000001,102228.06890231122
2097,500,1.0,0.8,116831.30501769244
2098,500,1.0,0.9,131434.34771265122
2099,500,1.0,1.0,146037.1969910303
